Keyword Stats 2026-06-18 at 20_22_19
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
kosten photovoltaik pro kw	EUR	50	0%	0%	Hoch	75	"1,28"	"2,56"																	
kosten photovoltaik pro kwp 2022	EUR	50	0%	0%	Unbekannt																				
kosten photovoltaik pro kwp großanlage	EUR	50	∞	0%	Hoch	86																			
kosten photovoltaik pro qm	EUR	50	0%	0%	Hoch	84	"1,38"	"2,47"																	
kosten photovoltaik qm	EUR	50	0%	0%	Mittel	64	"1,05"	"2,96"																	
kosten photovoltaik warmwasser	EUR	50	-100%	-100%	Unbekannt																				
kosten photovoltaikanlage 7 kwp	EUR	50	0%	0%	Hoch	79																			
kosten photovoltaikanlage 9 kwp	EUR	50	∞	∞	Hoch	86																			
kosten photovoltaikanlage für einfamilienhaus	EUR	50	0%	∞	Hoch	86	"0,95"	"3,70"																	
kosten photovoltaikanlage für wärmepumpe	EUR	50	0%	0%	Hoch	86	"2,10"	"4,52"																	
kosten photovoltaikanlage haus	EUR	50	∞	∞	Hoch	86																			
kosten photovoltaikanlage mit batteriespeicher	EUR	50	∞	∞	Niedrig	0																			
kosten photovoltaikanlage speicher	EUR	5000	-90%	0%	Hoch	94	"1,81"	"5,66"																	
kosten photovoltaikanlage steuererklärung	EUR	50	0%	0%	Niedrig	14																			
kosten photovoltaikmodul	EUR	50	0%	0%	Hoch	100	"1,21"	"3,05"																	
kosten pro kw photovoltaik	EUR	50	0%	0%	Hoch	75	"1,28"	"2,56"																	
kosten pro kwh solar	EUR	50	-100%	-100%	Unbekannt																				
kosten pro kwh stromspeicher	EUR	50	0%	0%	Hoch	86																			
kosten pro kwp freifläche	EUR	50	∞	0%	Niedrig	0																			
kosten pro kwp mit speicher	EUR	50	0%	0%	Hoch	86																			
kosten pro kwp pv	EUR	50	0%	0%	Hoch	86																			
kosten pro kwp solaranlage	EUR	50	∞	0%	Mittel	43																			
kosten pro qm solaranlage	EUR	50	0%	0%	Hoch	82	"1,04"	"2,00"																	
kosten pufferspeicher photovoltaik	EUR	50	0%	0%	Hoch	86																			
kosten pv 1 kwp	EUR	50	0%	0%	Mittel	43																			
kosten pv akku speicher	EUR	50	0%	0%	Hoch	100	"0,15"	"2,65"																	
kosten pv anlage 2010	EUR	50	-100%	-100%	Unbekannt																				
kosten pv anlage 5 kw	EUR	50	0%	0%	Hoch	86	"1,67"	"3,50"																	
kosten pv anlage 6 kw	EUR	50	0%	0%	Hoch	86	"1,96"	"4,41"																	
kosten pv anlage eigenverbrauch	EUR	50	0%	0%	Hoch	69	"1,29"	"3,93"																	
kosten pv anlage mit batterie	EUR	50	0%	0%	Hoch	86																			
kosten pv anlage mit stromspeicher	EUR	50	0%	∞	Hoch	86																			
kosten pv anlage pro kw	EUR	50	0%	0%	Hoch	81	"1,23"	"2,93"																	
kosten pv anlage pro kwp 2021	EUR	0	0%	0%	Unbekannt																				
kosten pv anlage pro kwp 2022	EUR	50	-100%	0%	Unbekannt																				
kosten pv anlage reinigen	EUR	50	0%	0%	Mittel	53	"0,35"	"1,55"																	
kosten pv anlage steuerlich absetzen	EUR	50	0%	0%	Niedrig	24	"0,01"	"1,00"																	
kosten pv aufständerung	EUR	50	0%	∞	Hoch	71																			
kosten pv pro kw	EUR	50	-100%	-100%	Unbekannt																				
kosten pv reinigung	EUR	500	0%	0%	Hoch	78	"0,55"	"1,64"																	
kosten pv speicher 12 kwh	EUR	50	0%	0%	Hoch	100	"0,75"	"2,12"																	
kosten pv speicher 2021	EUR	0	0%	0%	Unbekannt																				
kosten pv speicher 7 kwh	EUR	50	0%	0%	Hoch	100	"1,50"	"3,41"																	
kosten pv strom	EUR	50	0%	0%	Mittel	38																			
kosten pv stromspeicher	EUR	50	0%	0%	Hoch	100	"0,84"	"2,14"																	
kosten röhrenkollektor	EUR	50	0%	0%	Hoch	100	"0,24"	"2,68"																	
kosten salzwasserbatterie	EUR	50	0%	0%	Mittel	43																			
kosten salzwasserspeicher	EUR	50	-100%	-100%	Unbekannt																				
kosten senec speicher 5 kwh	EUR	50	0%	∞	Hoch	100																			
kosten senec stromspeicher	EUR	50	0%	∞	Hoch	100																			
kosten solar akku	EUR	50	∞	0%	Hoch	100																			
kosten solar für warmwasser	EUR	50	0%	0%	Mittel	61	"0,94"	"2,48"																	
kosten solar heizungsunterstützung	EUR	50	0%	0%	Mittel	50																			
kosten solar warmwasser	EUR	50	-90%	0%	Hoch	100	"0,96"	"2,90"																	
kosten solar warmwasser heizung	EUR	50	0%	-100%	Unbekannt																				
kosten solar wohnmobil	EUR	50	0%	0%	Hoch	100																			
kosten solaranlage 2022	EUR	50	0%	0%	Unbekannt																				
kosten solaranlage 4 personen haushalt	EUR	50	0%	0%	Hoch	86																			
kosten solaranlage 50m2	EUR	50	0%	-100%	Unbekannt																				
kosten solaranlage 6 kw	EUR	50	-100%	-100%	Unbekannt																				
kosten solaranlage 80 qm	EUR	50	0%	0%	Mittel	61	"2,13"	"7,72"																	
kosten solaranlage auf garagendach	EUR	50	0%	0%	Hoch	84	"0,81"	"2,16"																	
kosten solaranlage dach qm	EUR	50	0%	0%	Unbekannt																				
kosten solaranlage dach warmwasser	EUR	50	-100%	-100%	Unbekannt																				
kosten solaranlage eigenverbrauch	EUR	50	0%	0%	Unbekannt																				
kosten solaranlage forum	EUR	50	-100%	-100%	Unbekannt																				
kosten solaranlage freifläche	EUR	50	0%	0%	Hoch	86																			
kosten solaranlage heizung	EUR	50	∞	∞	Hoch	86																			
kosten solaranlage heizungsunterstützung	EUR	50	0%	0%	Mittel	57																			
kosten solaranlage m2	EUR	50	∞	0%	Hoch	86																			
kosten solaranlage mit batteriespeicher	EUR	50	0%	0%	Mittel	52	"2,65"	"5,79"																	
kosten solaranlage mit heizungsunterstützung	EUR	50	0%	0%	Mittel	57																			
kosten solaranlage mit pufferspeicher	EUR	50	∞	0%	Hoch	86																			
kosten solaranlage mit speicher heizung	EUR	50	0%	-100%	Unbekannt																				
kosten solaranlage photovoltaik	EUR	50	0%	0%	Hoch	86	"2,09"	"6,35"																	
kosten solaranlage pro kw	EUR	50	0%	0%	Hoch	86	"1,16"	"4,72"																	
kosten solaranlage qm	EUR	50	0%	0%	Hoch	86																			
kosten solaranlage strom	EUR	50	0%	0%	Mittel	57																			
kosten solaranlage strom mit speicher	EUR	50	0%	0%	Unbekannt																				
kosten solaranlage von der steuer absetzen	EUR	50	0%	0%	Niedrig	24																			
kosten solaranlage wasser heizung	EUR	50	0%	0%	Hoch	86																			
kosten solaranlage wohnmobil nachrüsten	EUR	50	0%	0%	Hoch	100	"0,15"	"0,65"																	
kosten solaranlagen warmwasser heizung	EUR	50	0%	-100%	Unbekannt																				
kosten solarfeld	EUR	50	0%	0%	Hoch	100																			
kosten solarkollektoren	EUR	50	0%	0%	Hoch	87	"1,17"	"3,48"																	
kosten solarkollektoren heizungsunterstützung	EUR	50	∞	0%	Hoch	100																			
kosten solarkollektoren warmwasser	EUR	50	0%	0%	Hoch	95	"0,39"	"1,77"																	
kosten solarkraftwerk	EUR	50	0%	0%	Hoch	98	"1,29"	"2,59"																	
kosten solarpark 1 mw	EUR	50	0%	0%	Mittel	57	"1,03"	"7,30"																	
kosten solarspeicher 10 kwh	EUR	50	0%	0%	Hoch	100	"0,88"	"2,21"																	
kosten solarspeicher 3 kw	EUR	50	0%	0%	Hoch	100																			
kosten solarspeicher 5 kw	EUR	50	0%	0%	Hoch	99	"0,51"	"1,87"																	
kosten solarspeicher strom	EUR	50	-100%	-100%	Unbekannt																				
kosten solarstrom kwh	EUR	50	0%	∞	Niedrig	21																			
kosten solarstrom pro kwh	EUR	50	0%	0%	Mittel	42	"0,85"	"1,89"																	
kosten solarstromanlage dach	EUR	50	0%	0%	Unbekannt																				
kosten solarthermie 10m2	EUR	50	∞	∞	Hoch	100																			
kosten solarthermie dach	EUR	50	-100%	-100%	Unbekannt																				
kosten solarthermie heizung	EUR	50	0%	0%	Hoch	73	"0,83"	"2,18"																	
kosten solarthermie kollektoren	EUR	50	0%	0%	Hoch	100	"0,24"	"2,66"																	
kosten solarthermie mehrfamilienhaus	EUR	50	-100%	-100%	Unbekannt																				
kosten solarthermie röhrenkollektor	EUR	50	0%	-100%	Unbekannt																				
kosten solarthermie warmwasser und heizungsunterstützung	EUR	50	0%	0%	Hoch	88	"0,68"	"2,27"																	
kosten solarthermie warmwasserbereitung	EUR	50	0%	-100%	Unbekannt																				
kosten solarthermie wärmepumpe	EUR	50	∞	∞	Hoch	86																			
kosten solarthermieanlage einfamilienhaus	EUR	50	0%	0%	Hoch	100																			
kosten solarthermieanlage mehrfamilienhaus	EUR	50	0%	0%	Niedrig	0																			
kosten solarthermieanlage pro m2	EUR	50	0%	0%	Unbekannt																				
kosten solarthermische anlage	EUR	50	0%	0%	Mittel	36																			
kosten solarzelle pro m2	EUR	50	0%	0%	Niedrig	14																			
kosten sonnen pv anlage	EUR	50	0%	-100%	Unbekannt																				
kosten sonnen stromspeicher	EUR	50	0%	∞	Hoch	100																			
kosten sonnenenergie	EUR	50	0%	0%	Mittel	41	"0,94"	"3,27"																	
kosten sonnenkollektoren warmwasser	EUR	50	0%	0%	Hoch	100	"0,20"	"1,36"																	
kosten speicher	EUR	50	0%	0%	Hoch	100	"0,64"	"2,38"																	
kosten speicher pv	EUR	50	0%	0%	Hoch	100	"1,08"	"1,91"																	
kosten speicherbatterie photovoltaik	EUR	50	0%	0%	Hoch	89	"0,66"	"2,73"																	
kosten speichererweiterung e3dc	EUR	50	0%	0%	Niedrig	18																			
kosten steuerberater photovoltaik	EUR	50	0%	-100%	Unbekannt																				
kosten stromspeicher 12 kw	EUR	50	0%	0%	Hoch	100																			
kosten stromspeicher 15 kwh	EUR	50	0%	0%	Hoch	100	"0,98"	"2,24"																	
kosten stromspeicher 30 kw	EUR	50	-100%	-100%	Unbekannt																				
kosten stromspeicher 5 kw	EUR	50	-100%	-100%	Unbekannt																				
kosten stromspeicher 6 kw	EUR	50	0%	0%	Hoch	100	"0,75"	"4,10"																	
kosten stromspeicher 6 kwh	EUR	50	0%	0%	Hoch	71																			
kosten stromspeicher 7 5 kwh	EUR	50	0%	0%	Hoch	86																			
kosten stromspeicher 7 kwh	EUR	50	0%	0%	Hoch	100																			
kosten stromspeicher 8 kw	EUR	50	0%	0%	Hoch	100																			
kosten stromspeicher 8 kwh	EUR	50	0%	0%	Hoch	93																			
kosten stromspeicher einfamilienhaus	EUR	50	0%	0%	Hoch	96	"1,23"	"2,51"																	
kosten stromspeicher für pv anlagen	EUR	50	0%	0%	Hoch	86																			
kosten stromspeicher haus	EUR	50	0%	0%	Hoch	100	"1,01"	"2,13"																	
kosten stromspeicher je kwh	EUR	50	-100%	-100%	Unbekannt																				
kosten stromspeicher kwh	EUR	50	0%	0%	Hoch	100																			
kosten stromspeicher nachrüsten	EUR	50	0%	0%	Hoch	86																			
kosten stromspeicher pv	EUR	50	0%	0%	Hoch	86																			
kosten stromspeicher sonnen	EUR	50	-100%	-100%	Unbekannt																				
kosten stromzähler photovoltaik	EUR	50	0%	-100%	Unbekannt																				
kosten tesla powerwall 2	EUR	50	0%	0%	Mittel	50																			
kosten tesla powerwall 3	EUR	50	0%	0%	Hoch	100	"0,84"	"3,22"																	
kosten tesla speicher	EUR	50	0%	0%	Hoch	100	"0,39"	"2,14"																	
kosten thermische solaranlage pro m2	EUR	50	0%	-100%	Unbekannt																				
kosten umbau auf eigenverbrauch	EUR	50	0%	∞	Niedrig	0																			
kosten unterkonstruktion photovoltaik	EUR	50	∞	0%	Hoch	100																			
kosten viessmann photovoltaik	EUR	50	∞	∞	Hoch	86																			
kosten vitocharge	EUR	50	0%	0%	Unbekannt																				
kosten warmwasser solar	EUR	50	-90%	0%	Hoch	100	"0,96"	"2,90"																	
kosten warmwasser solaranlage	EUR	500	0%	0%	Hoch	100	"1,00"	"2,92"																	
kosten warmwasserkollektoren	EUR	50	0%	0%	Hoch	100	"0,28"	"2,30"																	
kosten wartung photovoltaik	EUR	50	∞	0%	Mittel	43																			
kosten wechselrichter pro kwp	EUR	50	0%	0%	Niedrig	14																			
kosten wechselrichter pv	EUR	50	0%	0%	Hoch	93	"0,11"	"1,57"																	
kosten zweirichtungszähler	EUR	500	0%	0%	Niedrig	33	"0,20"	"1,22"																	
kosten zweirichtungszähler photovoltaik	EUR	50	0%	0%	Mittel	35	"0,32"	"1,87"																	
kosten ölheizung mit solar	EUR	50	0%	-100%	Unbekannt																				
kostenberechnung solaranlage	EUR	50	0%	0%	Hoch	79																			
kostenersparnis photovoltaik	EUR	50	0%	0%	Hoch	86																			
kostenrechner photovoltaik mit speicher	EUR	50	0%	0%	Hoch	86	"2,58"	"5,50"																	
kostenrechner solar	EUR	50	0%	0%	Mittel	43																			
kostenrechner solarthermie	EUR	50	0%	-100%	Unbekannt																				
kw peak kosten	EUR	50	0%	0%	Hoch	86																			
kwh preis photovoltaik	EUR	50	0%	0%	Hoch	100																			
kwp anlage	EUR	50	0%	0%	Hoch	81	"1,24"	"4,01"																	
kwp einfamilienhaus	EUR	50	0%	0%	Hoch	69	"1,47"	"3,39"																	
kwp kosten 2022	EUR	0	0%	0%	Unbekannt																				
kwp preis 2022	EUR	50	0%	0%	Unbekannt																				
kwp pro kwh	EUR	50	0%	0%	Niedrig	14																			
kwp pro m2 flachdach	EUR	50	0%	0%	Niedrig	29																			
kwp pro m2 freifläche	EUR	50	0%	0%	Niedrig	0																			
kwp pro m2 photovoltaik	EUR	50	0%	0%	Mittel	33																			
kwp pro m2 rechner	EUR	50	0%	0%	Mittel	66	"0,90"	"2,37"																	
kwp pro solarmodul	EUR	50	0%	0%	Mittel	65	"1,05"	"2,10"																	
kwp strom	EUR	50	0%	0%	Mittel	35	"0,06"	"1,32"																	
l bank förderung batteriespeicher	EUR	50	∞	0%	Niedrig	29																			
l bank solarförderung	EUR	50	0%	0%	Mittel	62	"0,68"	"4,13"																	
l bank zuschuss pv anlage	EUR	50	-100%	-100%	Unbekannt																				
landesamt für steuern photovoltaik	EUR	50	-100%	-100%	Unbekannt																				
landesförderung pv	EUR	50	0%	-100%	Unbekannt																				
landesförderung pv anlage	EUR	50	0%	0%	Hoch	86																			
landwirtschaft förderung photovoltaik	EUR	50	0%	0%	Unbekannt																				
landwirtschaft photovoltaik förderung	EUR	50	-100%	-100%	Unbekannt																				
landwirtschaft pv förderung	EUR	50	-100%	-100%	Unbekannt																				
laufende kosten photovoltaikanlage	EUR	50	0%	0%	Mittel	57																			
leistung photovoltaik einfamilienhaus	EUR	50	0%	0%	Hoch	71	"1,17"	"3,13"																	
lfi balkonkraftwerk	EUR	50	0%	0%	Niedrig	14																			
liebhaberei antrag pv anlage	EUR	50	0%	0%	Hoch	79																			
liebhaberei bei photovoltaikanlagen	EUR	50	∞	∞	Niedrig	0																			
liebhaberei bei pv anlage	EUR	50	0%	0%	Niedrig	17																			
liebhaberei finanzamt pv anlage	EUR	50	0%	0%	Unbekannt																				
liebhaberei photovoltaik antrag	EUR	50	0%	0%	Unbekannt																				
liebhaberei photovoltaik umsatzsteuer	EUR	50	0%	0%	Unbekannt																				
liebhaberei photovoltaikanlage 2023	EUR	50	-100%	-100%	Unbekannt																				
liebhaberei photovoltaikanlage 30 kw	EUR	0	0%	0%	Unbekannt																				
liebhaberei photovoltaikanlage ab wann	EUR	50	0%	0%	Unbekannt																				
liebhaberei photovoltaikanlage antrag	EUR	50	0%	-100%	Unbekannt																				
liebhaberei photovoltaikanlage bmf	EUR	50	0%	0%	Unbekannt																				
liebhaberei photovoltaikanlage formular	EUR	0	0%	-100%	Unbekannt																				
liebhaberei photovoltaikanlage umsatzsteuer	EUR	50	0%	-100%	Unbekannt																				
liebhaberei photovoltaikanlage über 10 kwp	EUR	0	0%	0%	Unbekannt																				
liebhaberei pv	EUR	50	0%	0%	Niedrig	25																			
liebhaberei pv anlage 2023	EUR	50	0%	-100%	Unbekannt																				
liebhaberei pv anlage 30 kwp	EUR	0	0%	0%	Unbekannt																				
liebhaberei pv anlage ab 2023	EUR	50	0%	0%	Unbekannt																				
liebhaberei pv anlage antrag	EUR	50	0%	0%	Niedrig	0																			
liebhaberei pv anlage bis 30 kwp	EUR	50	0%	0%	Niedrig	10																			
liebhaberei pv anlage formular	EUR	50	0%	0%	Unbekannt																				
liebhaberei pv anlage umsatzsteuer	EUR	50	0%	∞	Niedrig	29																			
liebhaberei pv anlage über 10 kwp 2022	EUR	0	0%	0%	Unbekannt																				
liebhaberei pv anlage über 10 kwp 2023	EUR	0	0%	0%	Unbekannt																				
liebhaberei solaranlage	EUR	50	0%	0%	Niedrig	10																			
liebhaberei steuer photovoltaik	EUR	50	0%	0%	Unbekannt																				
liebhaberei steuer pv	EUR	50	0%	0%	Niedrig	14																			
liebhaberei umsatzsteuer photovoltaik	EUR	50	∞	0%	Niedrig	0																			
liebhaberei über 10 kwp	EUR	0	0%	0%	Unbekannt																				
lithium ionen akku für photovoltaik preise	EUR	50	0%	0%	Unbekannt																				
lithium ionen speicher photovoltaik kosten	EUR	50	-100%	0%	Unbekannt																				
lithium speicher preise	EUR	50	0%	∞	Hoch	86																			
lohnen sich batteriespeicher für photovoltaikanlagen	EUR	50	0%	0%	Hoch	95	"1,15"	"2,31"																	
lohnen sich kleine solaranlagen	EUR	50	0%	0%	Hoch	93																			
lohnen sich photovoltaikanlagen noch	EUR	50	-90%	0%	Hoch	76	"1,15"	"3,45"																	
lohnen sich pv anlagen noch	EUR	500	0%	0%	Hoch	79	"1,29"	"4,19"																	
lohnen sich solaranlagen noch	EUR	500	0%	900%	Hoch	75	"1,16"	"3,72"																	
lohnen sich solarpanels	EUR	50	0%	0%	Hoch	78	"0,83"	"2,19"																	
lohnsteuerhilfe pv anlage	EUR	50	0%	0%	Niedrig	7																			
lohnsteuerjahresausgleich photovoltaikanlage	EUR	50	0%	0%	Niedrig	14																			
lohnt es sich in photovoltaik zu investieren	EUR	50	0%	0%	Hoch	67	"1,49"	"3,67"																	
lohnt sich aktuell photovoltaik	EUR	50	0%	0%	Hoch	71																			
lohnt sich balkon pv anlage	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich batteriespeicher photovoltaik	EUR	50	0%	0%	Mittel	43	"0,46"	"2,77"																	
lohnt sich eigenverbrauch photovoltaik	EUR	50	0%	-100%	Unbekannt																				
lohnt sich ein batteriespeicher für photovoltaik	EUR	50	0%	0%	Hoch	75	"0,54"	"2,01"																	
lohnt sich ein batteriespeicher pv anlage	EUR	50	0%	0%	Hoch	75	"0,59"	"2,34"																	
lohnt sich ein speicher bei einer photovoltaik anlage	EUR	50	0%	0%	Hoch	86																			
lohnt sich ein speicher bei pv anlage	EUR	50	0%	0%	Hoch	86																			
lohnt sich ein speicher für eine pv anlage	EUR	50	0%	0%	Hoch	81	"1,07"	"2,29"																	
lohnt sich ein stromspeicher 2022	EUR	0	0%	0%	Unbekannt																				
lohnt sich ein stromspeicher für ein einfamilienhaus	EUR	50	0%	0%	Hoch	79																			
lohnt sich ein stromspeicher photovoltaik	EUR	50	0%	0%	Hoch	78	"0,72"	"2,21"																	
lohnt sich eine inselanlage	EUR	50	0%	0%	Niedrig	0																			
lohnt sich eine kleine photovoltaikanlage	EUR	50	0%	0%	Hoch	86																			
lohnt sich eine mini pv anlage	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich eine mini solaranlage	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich eine photovoltaik	EUR	50	0%	0%	Hoch	73	"1,71"	"3,78"																	
lohnt sich eine photovoltaikanlage 2021	EUR	50	0%	-100%	Unbekannt																				
lohnt sich eine photovoltaikanlage noch	EUR	50	-90%	0%	Hoch	76	"1,15"	"3,45"																	
lohnt sich eine pv anlage 2022	EUR	0	0%	0%	Unbekannt																				
lohnt sich eine pv anlage auf der nordseite	EUR	50	0%	0%	Mittel	44	"0,62"	"4,87"																	
lohnt sich eine pv anlage noch	EUR	500	0%	0%	Hoch	79	"1,29"	"4,19"																	
lohnt sich eine pv anlage über 10 kwp	EUR	50	∞	∞	Mittel	61	"1,47"	"2,39"																	
lohnt sich eine solaranlage 2022	EUR	0	0%	0%	Unbekannt																				
lohnt sich eine solaranlage für ein einfamilienhaus	EUR	50	0%	0%	Hoch	68	"1,48"	"3,95"																	
lohnt sich eine solaranlage für strom	EUR	0	0%	-100%	Unbekannt																				
lohnt sich eine solaranlage für warmwasser	EUR	50	0%	0%	Mittel	64	"0,30"	"1,58"																	
lohnt sich eine solaranlage noch	EUR	500	0%	900%	Hoch	75	"1,16"	"3,72"																	
lohnt sich eine solaranlage zur heizungsunterstützung	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich einspeisen noch	EUR	50	0%	0%	Hoch	71	"0,55"	"1,57"																	
lohnt sich freiflächenanlagen noch	EUR	50	0%	0%	Mittel	43																			
lohnt sich heute noch eine photovoltaikanlage	EUR	50	0%	0%	Hoch	79	"1,10"	"3,02"																	
lohnt sich heute noch eine solaranlage	EUR	50	0%	0%	Hoch	86	"1,29"	"3,74"																	
lohnt sich jetzt ein solardach	EUR	0	0%	0%	Unbekannt																				
lohnt sich jetzt eine pv anlage	EUR	50	0%	0%	Hoch	89	"1,22"	"3,75"																	
lohnt sich jetzt noch eine photovoltaikanlage	EUR	50	0%	0%	Hoch	86	"1,19"	"2,94"																	
lohnt sich mini pv anlage	EUR	0	0%	0%	Unbekannt																				
lohnt sich noch eine photovoltaikanlage	EUR	50	-90%	0%	Hoch	76	"1,15"	"3,45"																	
lohnt sich noch eine pv anlage	EUR	500	0%	0%	Hoch	79	"1,29"	"4,19"																	
lohnt sich noch eine solaranlage	EUR	500	0%	900%	Hoch	75	"1,16"	"3,72"																	
lohnt sich noch solar auf dem dach	EUR	50	0%	0%	Hoch	79	"1,00"	"3,80"																	
lohnt sich noch solaranlagen	EUR	500	0%	900%	Hoch	75	"1,16"	"3,72"																	
lohnt sich photovoltaik 2021	EUR	50	0%	-100%	Unbekannt																				
lohnt sich photovoltaik 2022 noch	EUR	50	0%	0%	Unbekannt																				
lohnt sich photovoltaik 2022 rechner	EUR	0	0%	0%	Unbekannt																				
lohnt sich photovoltaik eigenverbrauch	EUR	50	0%	0%	Hoch	83	"0,56"	"2,40"																	
lohnt sich photovoltaik für eigenverbrauch	EUR	50	0%	0%	Hoch	83	"0,56"	"2,40"																	
lohnt sich photovoltaik für privat	EUR	50	∞	0%	Hoch	86																			
lohnt sich photovoltaik für unternehmen	EUR	50	∞	0%	Niedrig	0																			
lohnt sich photovoltaik für warmwasser	EUR	50	0%	0%	Mittel	43																			
lohnt sich photovoltaik heute noch	EUR	50	0%	0%	Hoch	67	"0,88"	"2,63"																	
lohnt sich photovoltaik in norddeutschland	EUR	50	0%	∞	Hoch	86																			
lohnt sich photovoltaik mit batteriespeicher	EUR	50	∞	∞	Hoch	86																			
lohnt sich photovoltaik ohne eigenverbrauch	EUR	50	0%	∞	Mittel	50																			
lohnt sich photovoltaik speicher	EUR	500	-90%	-90%	Niedrig	28	"1,20"	"3,50"																	
lohnt sich pv 2022	EUR	50	0%	0%	Unbekannt																				
lohnt sich pv anlage 2022	EUR	0	0%	0%	Unbekannt																				
lohnt sich pv direktvermarktung	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich pv noch	EUR	50	0%	0%	Hoch	73	"1,13"	"4,05"																	
lohnt sich solar für warmwasser	EUR	50	0%	0%	Mittel	56	"0,15"	"0,97"																	
lohnt sich solar noch	EUR	500	0%	900%	Hoch	76	"1,02"	"3,32"																	
lohnt sich solar warmwasser	EUR	50	∞	0%	Niedrig	29																			
lohnt sich solaranlage 2022	EUR	0	0%	0%	Unbekannt																				
lohnt sich solaranlage für heizungsunterstützung	EUR	50	0%	-100%	Unbekannt																				
lohnt sich solaranlage für warmwasser	EUR	50	0%	0%	Mittel	64	"0,30"	"1,58"																	
lohnt sich solaranlage warmwasser	EUR	50	0%	0%	Mittel	64	"0,30"	"1,58"																	
lohnt sich solardach	EUR	50	0%	0%	Hoch	86																			
lohnt sich solarspeicher	EUR	50	0%	0%	Hoch	81	"0,28"	"2,01"																	
lohnt sich solarstrom eigenverbrauch	EUR	0	0%	0%	Unbekannt																				
lohnt sich solarthermie für warmwasser	EUR	50	0%	0%	Mittel	63	"0,11"	"1,74"																	
lohnt sich speicher für pv anlage	EUR	50	0%	0%	Hoch	73	"0,36"	"2,15"																	
lohnt sich speicher pv	EUR	50	0%	0%	Mittel	57																			
lohnt sich speicher pv anlage	EUR	50	-100%	-100%	Unbekannt																				
lohnt sich strom einspeisen	EUR	50	0%	0%	Hoch	83	"0,65"	"2,76"																	
lohnt sich volleinspeisung	EUR	50	0%	0%	Niedrig	23	"0,95"	"2,32"																	
lohnt sich warmwasser solar	EUR	50	0%	0%	Mittel	56	"0,15"	"0,97"																	
luft wasser wärmepumpe mit solar kosten	EUR	50	0%	0%	Niedrig	0																			
luftwärmepumpe mit solar kosten	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe photovoltaik kosten	EUR	50	-100%	-100%	Unbekannt																				
luftwärmepumpe und photovoltaik kosten	EUR	50	∞	0%	Hoch	86																			
max größe pv anlage einfamilienhaus	EUR	50	0%	0%	Mittel	33																			
maximale größe pv anlage einfamilienhaus	EUR	50	0%	0%	Hoch	71																			
mehrwertsteuererstattung solaranlage	EUR	50	0%	0%	Mittel	36																			
mieterstrom steuerliche behandlung	EUR	50	0%	0%	Mittel	33	"0,17"	"1,95"																	
mini photovoltaik förderung	EUR	50	0%	0%	Unbekannt																				
mini pv anlage 600w förderung	EUR	0	0%	0%	Unbekannt																				
mini pv anlage kosten	EUR	50	0%	0%	Hoch	93																			
mini pv anlage preis	EUR	50	∞	∞	Hoch	71																			
mini pv anlage steuerlich absetzen	EUR	50	∞	0%	Niedrig	0																			
mini solaranlage balkon förderung	EUR	50	-100%	0%	Unbekannt																				
mini solaranlage balkon kosten	EUR	50	0%	0%	Unbekannt																				
mini solaranlage preis	EUR	50	0%	0%	Hoch	100																			
mini solaranlagen auf dem balkon bekommen staatliche förderung	EUR	0	0%	0%	Unbekannt																				
mit pv anlage warmwasser	EUR	50	0%	0%	Mittel	43																			
mit solar warmwasser und heizungsunterstützung	EUR	50	0%	0%	Hoch	90	"0,63"	"2,28"																	
mit solarstrom warmwasser erzeugen	EUR	50	0%	0%	Hoch	100	"0,18"	"1,36"																	
modulreinigung photovoltaik preise	EUR	50	-100%	-100%	Unbekannt																				
monatliche umsatzsteuervoranmeldung pv anlage	EUR	0	0%	-100%	Unbekannt																				
monokristalline solarmodule kosten	EUR	50	0%	0%	Hoch	96																			
montage photovoltaikanlage kosten	EUR	50	0%	-100%	Unbekannt																				
montagekosten pro kwp	EUR	50	0%	0%	Mittel	51	"0,99"	"1,99"																	
montagekosten pv	EUR	500	-90%	-90%	Hoch	100	"0,41"	"1,64"																	
montagekosten solarthermie	EUR	50	0%	-100%	Unbekannt																				
montagepreise photovoltaik	EUR	0	0%	-100%	Unbekannt																				
muss der eigenverbrauch bei einer photovoltaikanlage versteuert werden	EUR	50	0%	0%	Niedrig	18																			
muss der eigenverbrauch einer pv anlage versteuert werden	EUR	50	0%	0%	Niedrig	18																			
muss die einspeisevergütung versteuert werden	EUR	50	0%	0%	Niedrig	12	"0,01"	"0,79"																	
