Keyword Stats 2026-06-18 at 15_27_27
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
bafa antrag wärmepumpe ausfüllen	EUR	50	0%	-100%	Unbekannt																				
bafa antrag wärmepumpe download	EUR	50	0%	0%	Unbekannt																				
bafa antrag wärmepumpe neubau	EUR	50	-100%	-100%	Unbekannt																				
bafa antrag wärmepumpe pdf	EUR	50	0%	0%	Unbekannt																				
bafa antrag wärmepumpe ändern	EUR	50	0%	0%	Unbekannt																				
bafa antrag ändern andere wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
bafa brauchwasserwärmepumpe	EUR	50	0%	0%	Hoch	83																			
bafa daikin	EUR	50	0%	0%	Niedrig	0																			
bafa de förderung wärmepumpe	EUR	50	0%	0%	Unbekannt																				
bafa de wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
bafa e mail wärmepumpe	EUR	0	0%	0%	Unbekannt																				
bafa erdwärme	EUR	50	-100%	-100%	Unbekannt																				
bafa erdwärme förderfähige kosten	EUR	50	0%	-100%	Unbekannt																				
bafa erdwärme förderung	EUR	50	0%	0%	Mittel	52	"0,54"	"1,43"																	
bafa erdwärmebohrung	EUR	50	-100%	-100%	Unbekannt																				
bafa erdwärmepumpe förderung	EUR	500	0%	0%	Mittel	62	"0,84"	"3,71"																	
bafa förderfähige kosten wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bafa förderfähige luft luft wärmepumpen	EUR	50	0%	0%	Mittel	52	"0,47"	"2,72"																	
bafa förderfähige wärmepumpe	EUR	500	0%	0%	Niedrig	3																			
bafa fördermittel wärmepumpe	EUR	50	0%	0%	Hoch	71	"0,76"	"1,65"																	
bafa förderprogramm wärmepumpe	EUR	50	0%	0%	Mittel	36																			
bafa förderrechner wärmepumpe	EUR	50	900%	900%	Hoch	69	"0,88"	"2,63"																	
bafa förderung 2020 wärmepumpe	EUR	0	0%	0%	Unbekannt																				
bafa förderung 2021 wärmepumpe	EUR	0	0%	-100%	Unbekannt																				
bafa förderung 2022 wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
bafa förderung bei leasing	EUR	50	0%	-100%	Unbekannt																				
bafa förderung brauchwasserpumpe	EUR	50	0%	0%	Unbekannt																				
bafa förderung erdwärme neubau	EUR	50	0%	0%	Unbekannt																				
bafa förderung erdwärmebohrung	EUR	50	0%	0%	Mittel	48																			
bafa förderung erdwärmesonden	EUR	50	0%	0%	Hoch	71																			
bafa förderung für luft wasser wärmepumpen	EUR	0	0%	0%	Unbekannt																				
bafa förderung für wärmepumpen 2022	EUR	50	0%	0%	Unbekannt																				
bafa förderung gas hybridheizung 2022	EUR	50	0%	0%	Unbekannt																				
bafa förderung gasanschluss	EUR	50	0%	0%	Unbekannt																				
bafa förderung heizung neubau 2021	EUR	0	0%	0%	Unbekannt																				
bafa förderung heizung wärmepumpe	EUR	50	0%	0%	Hoch	79																			
bafa förderung heizung öl auf wärmepumpe	EUR	0	0%	0%	Unbekannt																				
bafa förderung hybrid wärmepumpe	EUR	50	0%	0%	Unbekannt																				
bafa förderung kfw 55	EUR	50	0%	0%	Niedrig	29																			
bafa förderung klimaanlage panasonic	EUR	50	-100%	0%	Unbekannt																				
bafa förderung luft luft wärmepumpe 2021	EUR	0	0%	0%	Unbekannt																				
bafa förderung luft luft wärmepumpen	EUR	50	-100%	-100%	Unbekannt																				
bafa förderung luft wasser wärmepumpe antrag	EUR	50	0%	-100%	Unbekannt																				
bafa förderung luft wasser wärmepumpe neubau	EUR	50	0%	-100%	Unbekannt																				
bafa förderung luftwärmepumpe neubau	EUR	50	0%	-100%	Unbekannt																				
bafa förderung lwp	EUR	50	0%	∞	Mittel	43																			
bafa förderung lwwp	EUR	50	∞	∞	Hoch	71																			
bafa förderung neubau wärmepumpe	EUR	50	0%	0%	Hoch	86																			
bafa förderung sole wasser wärmepumpe	EUR	50	0%	0%	Hoch	86																			
bafa förderung sole wärmepumpe	EUR	50	∞	0%	Hoch	86																			
bafa förderung sole wärmepumpe neubau	EUR	50	-100%	0%	Unbekannt																				
bafa förderung split klima	EUR	50	∞	0%	Niedrig	25																			
bafa förderung split wärmepumpe	EUR	50	0%	0%	Mittel	64	"0,77"	"4,13"																	
bafa förderung tiefenbohrung	EUR	50	0%	0%	Niedrig	21																			
bafa förderung wp	EUR	50	0%	0%	Hoch	69	"0,45"	"1,32"																	
bafa förderung wärmepumpe 2019	EUR	50	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe 2020	EUR	50	0%	0%	Niedrig	0																			
bafa förderung wärmepumpe 2021	EUR	50	0%	0%	Niedrig	0																			
bafa förderung wärmepumpe 2022 altbau	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe 2022 liste	EUR	50	∞	0%	Niedrig	0																			
bafa förderung wärmepumpe 2022 neubau	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe 35	EUR	50	-100%	0%	Unbekannt																				
bafa förderung wärmepumpe abgelehnt	EUR	50	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe antrag pdf	EUR	50	∞	∞	Hoch	86																			
bafa förderung wärmepumpe austausch	EUR	50	-100%	0%	Unbekannt																				
bafa förderung wärmepumpe beispielrechnung	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe bestand	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe brutto oder netto	EUR	50	0%	0%	Mittel	49	"0,25"	"1,52"																	
bafa förderung wärmepumpe eigenleistung	EUR	50	0%	0%	Mittel	39	"1,51"	"2,75"																	
bafa förderung wärmepumpe eigenmontage	EUR	50	0%	0%	Niedrig	29																			
bafa förderung wärmepumpe energieberater	EUR	50	0%	0%	Hoch	71																			
bafa förderung wärmepumpe erfahrungen	EUR	50	0%	0%	Niedrig	0																			
bafa förderung wärmepumpe fristverlängerung	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe förderfähige kosten	EUR	50	0%	0%	Niedrig	0																			
bafa förderung wärmepumpe gewerbe	EUR	50	0%	0%	Hoch	73	"0,44"	"2,79"																	
bafa förderung wärmepumpe hybrid	EUR	50	0%	0%	Mittel	66	"1,49"	"5,70"																	
bafa förderung wärmepumpe höhe	EUR	50	0%	0%	Hoch	76	"0,52"	"1,40"																	
bafa förderung wärmepumpe im neubau	EUR	50	0%	∞	Hoch	86																			
bafa förderung wärmepumpe kontakt	EUR	50	0%	0%	Mittel	50																			
bafa förderung wärmepumpe läuft aus	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe merkblatt	EUR	50	0%	0%	Mittel	50																			
bafa förderung wärmepumpe nebenkosten	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe neu	EUR	0	0%	0%	Unbekannt																				
bafa förderung wärmepumpe neubau 2020	EUR	0	0%	0%	Unbekannt																				
bafa förderung wärmepumpe neubau 2022	EUR	0	0%	0%	Unbekannt																				
bafa förderung wärmepumpe neubau antrag	EUR	50	-100%	-100%	Unbekannt																				
bafa förderung wärmepumpe online antrag	EUR	50	0%	0%	Unbekannt																				
bafa förderung wärmepumpe pdf	EUR	50	0%	0%	Mittel	50																			
bafa förderung wärmepumpe photovoltaik	EUR	50	0%	0%	Niedrig	6																			
bafa förderung wärmepumpe privat	EUR	50	0%	0%	Hoch	83	"0,71"	"2,59"																	
bafa förderung wärmepumpe rechnung einreichen	EUR	50	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe selbstmontage	EUR	50	0%	0%	Mittel	61	"0,82"	"3,51"																	
bafa förderung wärmepumpe steuererklärung	EUR	50	0%	0%	Niedrig	16																			
bafa förderung wärmepumpe stromzähler	EUR	50	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe und kfw kombinieren	EUR	50	0%	0%	Mittel	49	"0,52"	"4,94"																	
bafa förderung wärmepumpe und lüftungsanlage neubau	EUR	0	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe verlängern	EUR	50	-100%	-100%	Unbekannt																				
bafa förderung wärmepumpe verwendungsnachweis	EUR	50	0%	0%	Niedrig	29																			
bafa förderung wärmepumpe wann beantragen	EUR	50	0%	-100%	Unbekannt																				
bafa förderung wärmepumpe was wird gefördert	EUR	50	0%	0%	Mittel	66	"0,35"	"1,42"																	
bafa förderung wärmepumpe wie hoch	EUR	50	0%	0%	Hoch	86																			
bafa förderung wärmepumpe wie lange noch	EUR	50	0%	0%	Mittel	48																			
bafa förderung wärmepumpe übersicht	EUR	50	∞	0%	Niedrig	0																			
bafa förderung wärmepumpen antrag	EUR	50	0%	0%	Mittel	63	"0,68"	"2,32"																	
bafa förderübersicht wärmepumpe	EUR	50	0%	0%	Mittel	43																			
bafa gasheizung mit solar	EUR	0	0%	0%	Unbekannt																				
bafa herstelleranteil	EUR	50	-100%	0%	Unbekannt																				
bafa hotline wärmepumpe	EUR	50	∞	0%	Niedrig	0																			
bafa kontakt wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bafa liste der förderfähigen wärmepumpen	EUR	50	-90%	0%	Niedrig	17	"0,94"	"3,17"																	
bafa liste förderfähige wärmepumpen 2022	EUR	50	0%	0%	Niedrig	0																			
bafa liste förderfähiger anlagen wärmepumpen	EUR	50	0%	0%	Niedrig	1																			
bafa liste luft luft wärmepumpe 2021	EUR	0	0%	-100%	Unbekannt																				
bafa liste split klimaanlage	EUR	50	0%	0%	Niedrig	0																			
bafa liste wärmepumpe 2020	EUR	50	0%	-100%	Unbekannt																				
bafa liste wärmepumpe 2021	EUR	50	0%	-100%	Unbekannt																				
bafa login wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
bafa luft wasser wärmepumpe förderung	EUR	50	0%	0%	Unbekannt																				
bafa luft wärmepumpe	EUR	50	0%	0%	Hoch	86																			
bafa luftwärmepumpe liste	EUR	50	0%	0%	Unbekannt																				
bafa map wärmepumpe	EUR	50	0%	0%	Unbekannt																				
bafa maximale förderung wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bafa merkblatt förderfähige kosten wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
bafa neubau wärmepumpe	EUR	50	∞	0%	Hoch	86																			
bafa neue förderung wärmepumpe	EUR	50	0%	0%	Unbekannt																				
bafa online portal wärmepumpe	EUR	50	∞	0%	Mittel	43																			
bafa pellets	EUR	50	0%	0%	Niedrig	0																			
bafa prämie wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
bafa sole wasser wärmepumpe	EUR	50	0%	∞	Hoch	86																			
bafa sole wärmepumpe	EUR	50	∞	0%	Hoch	71																			
bafa split klima	EUR	50	0%	0%	Mittel	64																			
bafa stoppt förderung	EUR	50	0%	0%	Unbekannt																				
bafa und kfw kombinieren neubau	EUR	50	-100%	-100%	Unbekannt																				
bafa verlängerung wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
bafa verwendungsnachweis wärmepumpe 2021	EUR	0	0%	-100%	Unbekannt																				
bafa verwendungsnachweis wärmepumpe 2022	EUR	50	0%	0%	Unbekannt																				
bafa warmwasser wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bafa welche wärmepumpen werden gefördert	EUR	50	0%	0%	Hoch	86	"1,89"	"4,57"																	
bafa wp förderung	EUR	50	0%	0%	Mittel	54	"0,26"	"1,57"																	
bafa wärmepumpe 2022	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe antrag dauer	EUR	0	0%	0%	Unbekannt																				
bafa wärmepumpe antrag ohne angebot	EUR	0	0%	0%	Unbekannt																				
bafa wärmepumpe förderfähige kosten	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe förderung 2020	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe förderung 2021	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe förderung 2022	EUR	50	-100%	-100%	Unbekannt																				
bafa wärmepumpe förderung neubau	EUR	50	-90%	-90%	Mittel	46	"0,60"	"1,83"																	
bafa wärmepumpe förderung verlängern	EUR	50	-100%	-100%	Unbekannt																				
bafa wärmepumpe gelistet	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe kontakt	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe neubau	EUR	50	0%	0%	Hoch	75	"0,66"	"1,85"																	
bafa wärmepumpe pdf	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpe zuschuss	EUR	50	0%	0%	Hoch	71																			
bafa wärmepumpen anlagenliste	EUR	50	0%	0%	Niedrig	0																			
bafa wärmepumpen förderung 2022	EUR	50	-100%	-100%	Unbekannt																				
bafa wärmepumpenförderung 2020	EUR	50	0%	0%	Unbekannt																				
bafa wärmepumpenförderung 2022	EUR	50	0%	-100%	Unbekannt																				
bafa wärmepumpenförderung antrag	EUR	50	0%	0%	Hoch	80	"0,71"	"3,19"																	
bafa zuschuss luft wasser wärmepumpe	EUR	50	0%	0%	Unbekannt																				
bafa zuschuss wärmepumpe altbau	EUR	50	0%	0%	Unbekannt																				
bafa zuschuss wärmepumpe neubau	EUR	50	0%	0%	Hoch	76	"0,99"	"2,65"																	
basisförderung wärmepumpe	EUR	50	0%	0%	Hoch	76	"0,86"	"2,39"																	
beg antrag wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
beg effiziente wärmepumpe	EUR	50	0%	0%	Unbekannt																				
beg einzelmaßnahme wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
beg förderung 2021 wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
beg förderung 2022 wärmepumpe	EUR	50	0%	0%	Unbekannt																				
beg förderung 2023 wärmepumpe	EUR	50	0%	0%	Unbekannt																				
beg förderung für wärmepumpen	EUR	50	0%	0%	Hoch	86																			
beg förderung luft luft wärmepumpe	EUR	50	0%	0%	Hoch	70	"0,57"	"2,77"																	
beg förderung wärmepumpe 2021	EUR	0	0%	0%	Unbekannt																				
beg förderung wärmepumpe altbau	EUR	50	0%	0%	Unbekannt																				
beg förderung wärmepumpe neubau	EUR	50	0%	0%	Hoch	71	"0,69"	"2,76"																	
beg neubau wärmepumpe	EUR	50	0%	0%	Unbekannt																				
belüftung ölheizung	EUR	50	0%	0%	Niedrig	0																			
benötigt eine gasheizung strom	EUR	50	0%	0%	Niedrig	9																			
berechnung stromkosten wärmepumpe	EUR	50	0%	0%	Mittel	62	"0,23"	"1,27"																	
berechnung stromverbrauch luftwärmepumpe	EUR	50	0%	∞	Hoch	86																			
berechnung wärmepumpe stromverbrauch	EUR	50	0%	0%	Hoch	86	"0,76"	"1,43"																	
beste brennwert gasheizung	EUR	50	0%	0%	Hoch	79																			
beste luft wasser wärmepumpe für altbau	EUR	500	0%	0%	Hoch	99	"1,23"	"3,22"																	
beste luft wärmepumpe für altbau	EUR	50	0%	0%	Hoch	94	"1,25"	"4,15"																	
beste wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	95	"1,03"	"2,76"																	
beste wärmepumpe für einfamilienhaus	EUR	500	0%	900%	Hoch	91	"1,06"	"3,07"																	
bestehende gasheizung mit wärmepumpe ergänzen kosten	EUR	50	0%	0%	Hoch	93	"0,74"	"4,02"																	
bestehende ölheizung mit wärmepumpe kombinieren kosten	EUR	50	0%	0%	Hoch	93	"1,08"	"2,25"																	
betriebskosten einer wärmepumpe	EUR	50	0%	0%	Mittel	62	"0,62"	"1,70"																	
betriebskosten erdwärme	EUR	50	0%	0%	Niedrig	21																			
betriebskosten erdwärmepumpe	EUR	500	0%	0%	Hoch	70	"0,62"	"2,27"																	
betriebskosten luft wasser wärmepumpe	EUR	50	0%	0%	Mittel	60	"0,83"	"2,25"																	
betriebskosten luft wasser wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	71																			
betriebskosten luft wärmepumpe	EUR	50	0%	0%	Hoch	81	"1,32"	"2,44"																	
betriebskosten luftwärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	86																			
betriebskosten pool wärmepumpe	EUR	50	0%	0%	Hoch	100																			
betriebskosten wärmepumpenheizung	EUR	50	0%	0%	Hoch	86																			
bewilligungszeitraum bafa wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bivalente wärmepumpe förderung	EUR	50	0%	0%	Mittel	52	"1,38"	"2,94"																	
bivalente wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
bohrung erdwärmepumpe kosten	EUR	500	0%	0%	Mittel	65	"0,64"	"2,61"																	
bohrung für wärmepumpe preis	EUR	50	0%	0%	Hoch	86																			
bohrung sole wärmepumpe kosten	EUR	50	0%	0%	Hoch	86	"0,64"	"2,45"																	
bohrungen für erdwärme kosten	EUR	50	0%	0%	Hoch	86	"0,63"	"2,51"																	
bosch 6800i aw kosten	EUR	50	0%	0%	Hoch	86																			
bosch compress 5800i aw kosten	EUR	50	0%	0%	Hoch	93	"2,17"	"5,82"																	
bosch compress 6800i aw kosten	EUR	50	0%	0%	Hoch	100																			
bosch energiemanager kosten	EUR	50	0%	0%	Hoch	96																			
bosch erdwärmepumpe preis	EUR	5000	0%	900%	Hoch	100	"0,91"	"3,05"																	
bosch förderung wärmepumpe	EUR	50	0%	0%	Hoch	75	"1,39"	"5,59"																	
bosch wärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	55	"0,19"	"1,65"																	
braucht eine gasheizung strom	EUR	500	0%	0%	Niedrig	6																			
braucht eine wärmepumpe gas	EUR	50	0%	0%	Mittel	66	"0,41"	"2,17"																	
braucht eine wärmepumpe strom	EUR	50	0%	0%	Mittel	60	"0,27"	"1,54"																	
braucht erdwärme strom	EUR	50	0%	∞	Mittel	36																			
braucht gasheizung strom	EUR	50	0%	0%	Niedrig	2																			
braucht man bei einer wärmepumpe noch gas	EUR	50	0%	0%	Hoch	75	"0,25"	"2,28"																	
braucht wärmepumpe gas	EUR	50	0%	0%	Niedrig	0																			
braucht wärmepumpe strom	EUR	50	0%	0%	Mittel	58	"0,26"	"1,05"																	
brauchwasser warmwasser	EUR	50	0%	0%	Hoch	99	"0,22"	"1,04"																	
brauchwasser wärmepumpe altbau	EUR	50	-100%	-100%	Unbekannt																				
brauchwasser wärmepumpe bafa	EUR	50	-100%	0%	Unbekannt																				
brauchwasser wärmepumpe energieverbrauch	EUR	50	0%	0%	Hoch	79																			
brauchwasser wärmepumpe förderfähig	EUR	50	0%	0%	Hoch	100	"0,42"	"1,95"																	
brauchwasser wärmepumpe förderung 2021	EUR	0	0%	-100%	Unbekannt																				
brauchwasser wärmepumpe gasheizung	EUR	50	0%	0%	Hoch	100																			
brauchwasser wärmepumpe jahresverbrauch	EUR	50	0%	∞	Mittel	33																			
brauchwasser wärmepumpe kosten im jahr	EUR	50	0%	0%	Hoch	93																			
brauchwasser wärmepumpe mit gasheizung	EUR	50	0%	0%	Hoch	100																			
brauchwasser wärmepumpe mit pv strom	EUR	50	∞	0%	Hoch	100																			
brauchwasser wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,28"	"2,00"																	
brauchwasser wärmepumpe preisvergleich	EUR	50	0%	0%	Hoch	100																			
brauchwasser wärmepumpe stromkosten	EUR	50	-100%	0%	Unbekannt																				
brauchwasser wärmepumpe stromverbrauch jahr	EUR	50	0%	0%	Mittel	60																			
brauchwasser wärmepumpe verbrauch	EUR	50	0%	0%	Hoch	93	"0,20"	"1,47"																	
brauchwasser wärmepumpe zuschuss	EUR	50	0%	0%	Hoch	71																			
brauchwasserwärmepumpe 200 liter stromverbrauch	EUR	50	0%	0%	Hoch	100	"0,22"	"1,48"																	
brauchwasserwärmepumpe altbau	EUR	50	0%	0%	Mittel	48																			
brauchwasserwärmepumpe bafa	EUR	50	0%	0%	Hoch	100																			
brauchwasserwärmepumpe förderfähig	EUR	50	0%	0%	Hoch	84	"0,57"	"1,48"																	
brauchwasserwärmepumpe gasheizung	EUR	50	0%	0%	Hoch	100	"0,54"	"1,35"																	
brauchwasserwärmepumpe nachrüsten kosten	EUR	50	0%	0%	Hoch	93																			
brauchwasserwärmepumpe stromverbrauch jahr	EUR	50	0%	0%	Niedrig	0																			
brennwertheizung oder wärmepumpe	EUR	50	0%	0%	Mittel	64																			
brennwerttherme gegen wärmepumpe austauschen	EUR	50	0%	0%	Hoch	79	"1,31"	"4,69"																	
brennwerttherme junkers preise	EUR	50	0%	0%	Hoch	95	"0,25"	"1,58"																	
brennwerttherme mit wärmepumpe nachrüsten	EUR	50	-100%	0%	Unbekannt																				
brennwerttherme oder luftwärmepumpe	EUR	50	-100%	0%	Unbekannt																				
brennwerttherme oder wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,86"	"2,93"																	
brennwerttherme vs wärmepumpe	EUR	50	0%	0%	Hoch	83	"0,89"	"2,64"																	
brennwerttherme wärmepumpe	EUR	50	0%	0%	Hoch	78	"0,86"	"2,93"																	
brunnen bohren wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
brunnen für wärmepumpe kosten	EUR	50	0%	0%	Hoch	86																			
brunnen wärmepumpe kosten	EUR	50	0%	0%	Hoch	79	"0,77"	"3,36"																	
brunner wärmepumpe kosten	EUR	50	0%	0%	Mittel	48	"0,61"	"1,85"																	
brötje blw neo 8 stromverbrauch	EUR	50	0%	0%	Niedrig	3																			
brötje wärmepumpe kosten	EUR	50	0%	0%	Hoch	76	"0,93"	"4,77"																	
brötje wärmepumpe warmwasser	EUR	50	0%	0%	Hoch	88																			
buderus gasheizung mit solarthermie	EUR	50	0%	0%	Hoch	100	"0,34"	"1,01"																	
buderus gasheizung mit wärmepumpe ergänzen	EUR	50	0%	0%	Hoch	97	"0,53"	"1,80"																	
buderus gasheizung mit wärmepumpe nachrüsten	EUR	50	0%	0%	Hoch	76																			
buderus gastherme mit wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
buderus heizung verliert wasser	EUR	50	0%	0%	Niedrig	8																			
buderus luft wasser wärmepumpe kosten	EUR	50	0%	0%	Hoch	100	"0,94"	"2,84"																	
buderus luft wasser wärmepumpe preise	EUR	50	0%	0%	Hoch	100	"0,85"	"3,48"																	
buderus umwälzpumpe preis	EUR	50	0%	0%	Mittel	57																			
buderus wpt 250 is	EUR	50	0%	-100%	Unbekannt																				
buderus wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	100	"0,99"	"2,83"																	
buderus wärmepumpe für warmwasser	EUR	50	0%	0%	Hoch	100	"0,37"	"1,77"																	
buderus wärmepumpe mit gasheizung	EUR	50	0%	0%	Hoch	96																			
buderus wärmepumpe stromverbrauch	EUR	50	0%	0%	Mittel	47	"0,22"	"1,26"																	
buderus wärmepumpen preise	EUR	500	-90%	0%	Hoch	100	"0,91"	"3,03"																	
bund förderung wärmepumpe	EUR	50	0%	0%	Mittel	63	"0,62"	"2,85"																	
bundesamt für wirtschaft förderung wärmepumpe	EUR	50	0%	0%	Hoch	86																			
bundesamt für wirtschaft und ausfuhrkontrolle förderung wärmepumpe	EUR	50	0%	0%	Mittel	57	"0,74"	"11,05"																	
bundesförderung luftwärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
bundesförderung wärmepumpe 2022	EUR	0	0%	0%	Unbekannt																				
bundesverband wärmepumpe förderung	EUR	50	0%	0%	Niedrig	14																			
bösch luftwärmepumpe preis	EUR	50	0%	0%	Unbekannt																				
co2 sonde wärmepumpe kosten	EUR	50	0%	-100%	Unbekannt																				
co2 verbrauch gasheizung	EUR	50	0%	0%	Niedrig	14																			
co2 wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	96	"0,73"	"1,95"																	
co2 wärmepumpe kosten	EUR	50	0%	0%	Hoch	68	"0,69"	"1,85"																	
co2 wärmepumpe preis	EUR	50	0%	0%	Hoch	71																			
compress 6800i aw bosch kosten	EUR	50	0%	0%	Unbekannt																				
compress 6800i kosten	EUR	50	0%	0%	Unbekannt																				
compress 7000i aw stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
compress 7800i lw kosten	EUR	50	∞	∞	Hoch	86																			
cop gasheizung	EUR	50	0%	0%	Niedrig	9																			
daikin altherma 3 h ht 18 kw stromverbrauch	EUR	50	0%	0%	Mittel	54																			
daikin altherma 3 h ht altbau	EUR	50	∞	∞	Hoch	86																			
daikin altherma 3 h ht altbau erfahrungen	EUR	50	0%	0%	Hoch	86																			
daikin altherma 3 h ht ech2o stromverbrauch	EUR	50	0%	∞	Hoch	100																			
daikin altherma 3 h ht kosten	EUR	50	-100%	-100%	Unbekannt																				
daikin altherma 3 r ech2o stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
daikin altherma 3 stromverbrauch	EUR	50	0%	0%	Niedrig	7																			
daikin altherma hochtemperatur luft wasser wärmepumpe preis	EUR	50	0%	0%	Unbekannt																				
daikin altherma stromverbrauch	EUR	50	0%	0%	Niedrig	14																			
daikin förderung klima	EUR	50	0%	0%	Niedrig	5																			
daikin klimageräte förderung	EUR	50	0%	0%	Niedrig	0																			
daikin luft wasser wärmepumpe preise	EUR	50	0%	-100%	Unbekannt																				
daikin luftwärmepumpe preis	EUR	50	-100%	-100%	Unbekannt																				
daikin luftwärmepumpe stromverbrauch	EUR	50	0%	-100%	Unbekannt																				
deckenheizung wärmepumpe kosten	EUR	50	0%	0%	Hoch	71	"0,90"	"2,22"																	
die besten luft wärmepumpen der bafa liste	EUR	50	0%	∞	Niedrig	14																			
die besten warmwasser wärmepumpen	EUR	50	0%	0%	Hoch	100																			
die wärmepumpe geht auch im altbau	EUR	50	0%	0%	Unbekannt																				
dimensionierung wärmepumpe einfamilienhaus	EUR	50	0%	0%	Hoch	86	"0,95"	"2,67"																	
dimplex hochtemperatur wärmepumpe preis	EUR	0	0%	0%	Unbekannt																				
dimplex m flex 0916 stromverbrauch	EUR	50	0%	0%	Unbekannt																				
dimplex wärmepumpe preis	EUR	50	0%	0%	Hoch	100	"0,21"	"2,11"																	
dimplex wärmepumpe stromverbrauch	EUR	50	0%	0%	Niedrig	0																			
direktverdampfer wärmepumpe kosten	EUR	50	0%	0%	Unbekannt																				
diy heizung günstige alternative wärmepumpe für den altbau	EUR	0	0%	0%	Unbekannt																				
diy heizung günstige alternative zur wärmepumpe für den altbau	EUR	50	0%	0%	Hoch	79																			
durchlauferhitzer bad stromverbrauch	EUR	50	0%	0%	Niedrig	17																			
durchlauferhitzer gas kosten	EUR	50	0%	0%	Hoch	99	"0,79"	"1,36"																	
durchlauferhitzer gas oder strom	EUR	50	0%	0%	Mittel	36	"0,21"	"3,67"																	
durchlauferhitzer jahresverbrauch	EUR	50	0%	0%	Niedrig	3																			
durchschnitt stromverbrauch wärmepumpe	EUR	50	0%	0%	Mittel	34																			
durchschnittliche heizkosten wärmepumpe	EUR	50	-100%	-100%	Unbekannt																				
durchschnittlicher kwh verbrauch wärmepumpe	EUR	50	0%	0%	Mittel	43																			
durchschnittlicher stromverbrauch 4 personen haushalt mit wärmepumpe	EUR	50	0%	0%	Mittel	43																			
durchschnittlicher stromverbrauch einer wärmepumpe	EUR	50	0%	0%	Hoch	71	"0,35"	"1,81"																	
durchschnittlicher stromverbrauch einfamilienhaus mit luftwärmepumpe	EUR	50	0%	0%	Hoch	86																			
durchschnittlicher stromverbrauch einfamilienhaus wärmepumpe	EUR	50	0%	0%	Hoch	86																			
durchschnittlicher stromverbrauch erdwärmepumpe	EUR	50	0%	0%	Niedrig	0																			
durchschnittlicher stromverbrauch erdwärmepumpe einfamilienhaus	EUR	50	0%	0%	Mittel	57																			
