Keyword Stats 2026-06-18 at 12_03_39
1. Juni 2025 - 31. Mai 2026
Keyword	Currency	Avg. monthly searches	Änderung über drei Monate	Änderung im Jahresvergleich	Competition	Competition (indexed value)	Top of page bid (low range)	Top of page bid (high range)	Ad impression share	Organic impression share	Organic average position	In account?	In plan?	Searches: Jun 2025	Searches: Jul 2025	Searches: Aug 2025	Searches: Sep 2025	Searches: Oct 2025	Searches: Nov 2025	Searches: Dec 2025	Searches: Jan 2026	Searches: Feb 2026	Searches: Mar 2026	Searches: Apr 2026	Searches: May 2026
heizen mit klimaanlage wirkungsgrad	EUR	50	-100%	-100%	Unbekannt																				
heizen mit klimaanlage wärmepumpe	EUR	50	∞	∞	Hoch	88	"0,39"	"1,98"																	
heizen mit mobilem klimagerät	EUR	50	0%	0%	Mittel	43																			
heizen mit multisplit	EUR	50	0%	0%	Hoch	100																			
heizen mit split klima	EUR	500	0%	0%	Hoch	100	"0,35"	"1,68"																	
heizen mit split klimaanlagen statt gas und öl eine detailbetrachtung	EUR	50	0%	0%	Unbekannt																				
heizen und kühlen mobil	EUR	50	0%	∞	Hoch	100																			
heizkörper als klimaanlage	EUR	50	0%	0%	Hoch	100	"0,38"	"1,36"																	
heizkörper klimaanlage	EUR	50	0%	0%	Hoch	100	"0,38"	"1,36"																	
heizkörper mit klimaanlage	EUR	50	0%	0%	Hoch	100	"0,53"	"1,59"																	
heizung als klimaanlage nutzen	EUR	50	0%	0%	Mittel	60	"0,16"	"0,89"																	
heizung aus klimaanlage	EUR	50	0%	0%	Unbekannt																				
heizung klimaanlage dometic freshwell 3000 oem	EUR	50	0%	0%	Hoch	86																			
heizung lüftung und klimaanlagen	EUR	50	0%	-100%	Unbekannt																				
heizung und klimaanlage in einem	EUR	50	0%	0%	Hoch	100	"0,31"	"1,69"																	
heiße wohnung kühlen	EUR	50	0%	0%	Hoch	100	"0,03"	"0,64"																	
hitze wohnung kühlen	EUR	50	∞	0%	Mittel	48	"0,12"	"0,82"																	
infrarotheizung oder klimaanlage	EUR	50	0%	0%	Niedrig	30																			
inverter klimaanlage als heizung	EUR	50	-100%	0%	Unbekannt																				
inverter klimaanlage förderung	EUR	50	∞	0%	Hoch	86	"0,40"	"1,73"																	
inverter klimaanlage heizen kosten	EUR	50	0%	0%	Niedrig	0																			
inverter klimaanlage wärmepumpe	EUR	50	0%	0%	Hoch	100																			
jahresarbeitszahl klimaanlage	EUR	50	0%	0%	Niedrig	29																			
kamineffekt haus kühlen	EUR	50	0%	0%	Niedrig	8																			
kesser klimaanlage heizen	EUR	50	0%	0%	Hoch	81																			
kfw 55 förderung klimaanlage	EUR	50	∞	0%	Niedrig	29																			
kfw 55 förderung klimaanlage erlaubt	EUR	0	0%	-100%	Unbekannt																				
kfw 55 haus klimaanlage	EUR	50	0%	∞	Niedrig	0																			
kfw 55 ohne lüftung	EUR	50	0%	0%	Niedrig	0																			
kfw förderung für klimaanlagen	EUR	50	0%	0%	Hoch	70	"0,21"	"1,21"																	
kfw förderung klimageräte	EUR	50	0%	0%	Mittel	64	"0,21"	"1,21"																	
kfw zuschuss klimaanlage	EUR	50	0%	0%	Mittel	59	"0,19"	"0,90"																	
klima heizung lüftung	EUR	50	0%	0%	Hoch	100																			
klima split zum heizen	EUR	50	0%	0%	Hoch	100	"0,44"	"1,53"																	
klima splitgerät bafa förderung	EUR	50	0%	0%	Mittel	52	"0,33"	"1,73"																	
klima splitgerät heizen kühlen	EUR	50	0%	0%	Hoch	100	"0,25"	"0,97"																	
klima splitgerät mit photovoltaik	EUR	50	0%	0%	Hoch	100	"1,21"	"2,75"																	
klimaanlage 35 förderung	EUR	50	0%	0%	Unbekannt																				
klimaanlage als heizung kosten	EUR	50	0%	0%	Hoch	88	"0,28"	"2,24"																	
klimaanlage als heizung sinnvoll	EUR	50	0%	0%	Hoch	77	"0,16"	"0,84"																	
klimaanlage als wärmepumpe umbauen	EUR	50	-100%	0%	Unbekannt																				
klimaanlage an wärmepumpe anschließen	EUR	50	0%	0%	Niedrig	21	"0,37"	"2,06"																	
klimaanlage daikin heizen	EUR	50	∞	0%	Hoch	100																			
klimaanlage erdwärme	EUR	50	0%	0%	Hoch	70	"0,43"	"1,23"																	
klimaanlage förderung 2020 privat	EUR	50	0%	0%	Unbekannt																				
klimaanlage förderung 2021 privat	EUR	50	-100%	-100%	Unbekannt																				
klimaanlage förderung 2021 privat mitsubishi	EUR	0	0%	0%	Unbekannt																				
klimaanlage förderung 2022 bafa	EUR	0	0%	0%	Unbekannt																				
klimaanlage förderung 2022 privat mitsubishi	EUR	0	0%	0%	Unbekannt																				
klimaanlage förderung 35	EUR	50	0%	0%	Unbekannt																				
klimaanlage förderung beg	EUR	50	0%	0%	Mittel	54																			
klimaanlage förderung kfw	EUR	500	0%	0%	Mittel	60	"0,21"	"1,58"																	
klimaanlage haus wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,57"	"3,14"																	
klimaanlage heizen außentemperatur	EUR	50	-100%	-100%	Unbekannt																				
klimaanlage heizen bis wieviel grad	EUR	50	0%	0%	Niedrig	33																			
klimaanlage heizen im winter	EUR	50	0%	0%	Hoch	90	"0,28"	"0,95"																	
klimaanlage heizen luftfeuchtigkeit	EUR	50	0%	0%	Niedrig	14																			
klimaanlage heizen photovoltaik	EUR	50	0%	0%	Hoch	100																			
klimaanlage heizen scop	EUR	50	-100%	-100%	Unbekannt																				
klimaanlage heizen winter	EUR	50	0%	0%	Hoch	100	"0,21"	"1,41"																	
klimaanlage heizung auto	EUR	50	0%	0%	Hoch	100																			
klimaanlage im winter heizen	EUR	50	0%	0%	Hoch	86	"0,30"	"0,84"																	
klimaanlage in kfw 55 haus	EUR	50	0%	0%	Niedrig	0																			
klimaanlage kondensatpumpe schlafzimmer	EUR	50	0%	0%	Hoch	100																			
klimaanlage luft umleiten	EUR	50	0%	0%	Hoch	87	"0,07"	"0,11"																	
klimaanlage luft wasser wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,90"	"2,73"																	
klimaanlage mit heizung kombinieren	EUR	50	0%	0%	Hoch	99	"0,32"	"1,58"																	
klimaanlage mit pv	EUR	50	0%	0%	Hoch	100	"1,31"	"3,10"																	
klimaanlage mit pv anlage	EUR	50	0%	0%	Hoch	100	"1,13"	"4,14"																	
klimaanlage mit pv betreiben	EUR	50	0%	0%	Hoch	100																			
klimaanlage mit solarstrom betreiben	EUR	50	900%	900%	Hoch	100	"0,60"	"2,34"																	
klimaanlage mit solarzellen betreiben	EUR	50	0%	0%	Hoch	100																			
klimaanlage mobil heizen kühlen	EUR	50	-100%	-100%	Unbekannt																				
klimaanlage oder heizung	EUR	50	0%	0%	Niedrig	24																			
klimaanlage photovoltaik gesteuert	EUR	50	0%	0%	Hoch	100																			
klimaanlage plus heizung	EUR	50	0%	0%	Hoch	100	"0,27"	"1,54"																	
klimaanlage pv	EUR	50	0%	0%	Hoch	100																			
klimaanlage solarstrom	EUR	50	0%	0%	Hoch	100	"0,93"	"1,89"																	
klimaanlage split förderung	EUR	50	0%	0%	Mittel	62	"0,38"	"1,55"																	
klimaanlage split wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,46"	"1,96"																	
klimaanlage splitgerät förderung	EUR	50	0%	0%	Mittel	60	"0,22"	"1,23"																	
klimaanlage statt wärmepumpe kann das funktionieren	EUR	50	0%	0%	Niedrig	7																			
klimaanlage umbauen wärmepumpe	EUR	50	0%	0%	Unbekannt																				
klimaanlage umbauen zur wärmepumpe	EUR	50	0%	0%	Niedrig	21																			
klimaanlage und heizung gleichzeitig	EUR	50	0%	0%	Hoch	100	"0,29"	"1,44"																	
klimaanlage und heizung im auto	EUR	50	0%	∞	Niedrig	29																			
klimaanlage und heizung mobil	EUR	50	0%	0%	Hoch	100	"0,11"	"0,39"																	
klimaanlage und heizung wohnung	EUR	50	0%	0%	Hoch	100	"0,35"	"2,01"																	
klimaanlage und pv anlage	EUR	50	0%	0%	Hoch	91	"1,99"	"9,17"																	
klimaanlage und solaranlage	EUR	50	0%	0%	Hoch	95	"2,80"	"7,74"																	
klimaanlage warmwasserbereitung	EUR	50	0%	0%	Hoch	100	"0,32"	"2,22"																	
klimaanlage winter heizen auto	EUR	50	0%	0%	Unbekannt																				
klimaanlage wirkungsgrad heizen	EUR	50	0%	0%	Hoch	93	"0,21"	"0,42"																	
klimaanlage wohnung förderung	EUR	50	0%	0%	Hoch	79	"0,18"	"1,33"																	
klimaanlage wolf	EUR	500	900%	0%	Hoch	100	"0,64"	"4,57"																	
klimaanlage wärmepumpe heizen	EUR	50	0%	0%	Hoch	100	"0,57"	"2,10"																	
klimaanlage wärmepumpe stiebel eltron	EUR	50	0%	0%	Unbekannt																				
klimaanlage wärmepumpe test	EUR	50	0%	∞	Hoch	100																			
klimaanlage zu wärmepumpe umbauen	EUR	50	0%	0%	Niedrig	0																			
klimaanlage über photovoltaik	EUR	500	900%	0%	Hoch	100	"1,14"	"3,70"																	
klimaanlage über solarstrom	EUR	50	∞	0%	Hoch	86	"0,24"	"2,25"																	
klimaanlage über wärmepumpe	EUR	50	0%	0%	Hoch	72	"0,35"	"1,74"																	
klimaanlagen förderung 2022	EUR	50	∞	0%	Niedrig	0																			
klimaanlagen förderung bafa	EUR	50	0%	0%	Mittel	55	"0,30"	"1,77"																	
klimaanlagenförderung	EUR	50	0%	0%	Hoch	80	"0,45"	"3,05"																	
klimagerät bafa förderung	EUR	50	0%	0%	Niedrig	7																			
klimagerät förderung 2022	EUR	0	0%	0%	Unbekannt																				
klimagerät heizen kosten	EUR	50	0%	0%	Hoch	86																			
klimagerät heizfunktion	EUR	50	0%	0%	Hoch	100																			
klimagerät innenaufstellung	EUR	50	0%	0%	Hoch	100	"0,36"	"1,65"																	
klimagerät kann auch heizen	EUR	50	∞	∞	Hoch	100																			
klimagerät lüftungsanlage	EUR	50	0%	0%	Hoch	100	"0,60"	"1,31"																	
klimagerät mit heiz und kühlfunktion	EUR	50	0%	0%	Hoch	100	"0,30"	"1,17"																	
klimagerät mit solarstrom	EUR	50	∞	0%	Hoch	100																			
klimagerät mobil heizen	EUR	50	0%	0%	Hoch	100	"0,11"	"0,53"																	
klimagerät photovoltaik	EUR	50	∞	0%	Hoch	100																			
klimagerät solarstrom	EUR	50	0%	-100%	Unbekannt																				
klimageräte auch zum heizen	EUR	50	0%	0%	Hoch	100	"0,19"	"1,37"																	
klimageräte förderung 2022	EUR	50	0%	0%	Unbekannt																				
klimageräte mit wärmepumpenfunktion	EUR	50	0%	0%	Hoch	100																			
klimageräte wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,67"	"1,85"																	
klimasplitgerät förderung	EUR	50	0%	0%	Hoch	75	"0,22"	"2,84"																	
kombination heizung klimaanlage	EUR	50	0%	0%	Hoch	100																			
kondensatpumpe hebepumpe für heizung und klimaanlage	EUR	50	0%	∞	Hoch	100																			
kondensatwanne klimagerät	EUR	50	0%	0%	Hoch	83																			
kältemittel auto kaufen	EUR	50	0%	0%	Hoch	100	"0,09"	"0,81"																	
kältemittel klimaanlagen	EUR	5000	900%	0%	Hoch	100	"0,16"	"0,97"																	
kältemittel pkw	EUR	50	0%	0%	Hoch	100	"0,22"	"0,85"																	
kühl und kältetechnik	EUR	50	0%	0%	Hoch	67	"1,63"	"6,89"																	
kühlakku ventilator	EUR	50	0%	0%	Hoch	100	"0,10"	"0,76"																	
kühlakku vor ventilator	EUR	50	0%	0%	Mittel	37																			
kühldeckenelemente	EUR	50	0%	0%	Mittel	40	"0,75"	"2,74"																	
kühlen im sommer	EUR	50	0%	0%	Hoch	100	"0,33"	"0,96"																	
lohnt es sich mit einer klimaanlage zu heizen	EUR	50	0%	0%	Hoch	82	"0,18"	"1,27"																	
lohnt sich eine klimaanlage zum heizen	EUR	50	0%	0%	Hoch	74	"0,12"	"0,87"																	
lohnt sich heizen mit klimaanlage	EUR	50	0%	0%	Hoch	83	"0,18"	"1,08"																	
luft kühlen mit ventilator	EUR	50	∞	0%	Hoch	79																			
luft luft wärmepumpe vs klimaanlage	EUR	50	0%	0%	Mittel	52	"0,27"	"0,97"																	
luft wasser wärmepumpe als klimaanlage	EUR	50	0%	0%	Hoch	73	"0,24"	"1,11"																	
luft wärmepumpe als klimaanlage	EUR	50	0%	0%	Hoch	90	"0,65"	"2,26"																	
luft wärmepumpe klimaanlage nachrüsten	EUR	50	0%	0%	Mittel	62	"0,32"	"1,09"																	
luft wärmepumpe vs klimaanlage	EUR	50	0%	-100%	Unbekannt																				
luftwärmepumpe zum kühlen	EUR	500	0%	-90%	Mittel	59	"0,19"	"1,28"																	
midea fenster wärmepumpe	EUR	500	900%	900%	Hoch	100	"0,18"	"1,26"																	
mini solaranlage für klimaanlage	EUR	50	0%	∞	Hoch	100																			
mit daikin klimaanlage heizen	EUR	50	0%	0%	Hoch	96	"0,33"	"1,00"																	
mit klimaanlage heizen stromverbrauch	EUR	50	0%	0%	Hoch	79	"0,16"	"1,38"																	
mit klimaanlage heizen und kühlen	EUR	50	0%	0%	Hoch	100	"0,25"	"1,19"																	
mit klimaanlage im winter heizen	EUR	50	0%	0%	Mittel	63	"0,01"	"0,33"																	
mit klimasplitgeräten heizen	EUR	50	0%	0%	Hoch	99	"0,20"	"1,39"																	
mit luftwärmepumpe kühlen	EUR	50	0%	0%	Mittel	57	"0,12"	"0,78"																	
mit solaranlage klimaanlage betreiben	EUR	50	0%	0%	Hoch	90	"0,04"	"5,24"																	
mit split klimagerät heizen	EUR	50	0%	0%	Hoch	100																			
mitsubishi inverter heizen	EUR	50	0%	0%	Hoch	100																			
mitsubishi klimaanlage heizen stromverbrauch	EUR	50	0%	∞	Mittel	50																			
mobile klima heizen	EUR	50	0%	0%	Hoch	100																			
mobile klimaanlage als heizung	EUR	50	0%	0%	Hoch	100																			
mobile klimaanlage und heizung	EUR	50	0%	0%	Hoch	100	"0,10"	"0,38"																	
mobile klimageräte heizen und kühlen	EUR	50	0%	0%	Hoch	100	"0,15"	"0,74"																	
mobile klimageräte wärmepumpe	EUR	50	0%	0%	Unbekannt																				
mobile split wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,28"	"4,42"																	
mobiles klimagerät als heizung	EUR	50	0%	0%	Hoch	100																			
mobiles klimagerät heizen kühlen	EUR	50	0%	0%	Hoch	100																			
mobiles klimagerät kühlen heizen	EUR	50	0%	0%	Hoch	100	"0,21"	"2,54"																	
mobiles klimagerät zum heizen und kühlen	EUR	50	0%	0%	Hoch	100	"0,18"	"0,50"																	
mobiles klimagerät zum kühlen und heizen	EUR	50	0%	0%	Hoch	100	"0,19"	"0,69"																	
multisplit klimaanlage bafa	EUR	50	0%	0%	Hoch	100																			
panasonic etherea heizen	EUR	50	0%	0%	Niedrig	14																			
panasonic klimaanlage bafa	EUR	50	-100%	-100%	Unbekannt																				
panasonic klimaanlage förderung	EUR	50	0%	0%	Mittel	46	"0,19"	"0,96"																	
panasonic klimaanlage wärmepumpe	EUR	50	0%	0%	Hoch	100	"0,30"	"1,50"																	
passive heizung	EUR	50	0%	0%	Niedrig	25																			
photovoltaik klimagerät	EUR	50	0%	-100%	Unbekannt																				
photovoltaikanlage für klimaanlage	EUR	50	∞	0%	Hoch	93																			
photovoltaikanlage klimaanlage	EUR	50	∞	0%	Hoch	100	"1,86"	"3,47"																	
pv anlage klimaanlage	EUR	50	0%	0%	Hoch	96	"1,20"	"3,96"																	
pv und klimaanlage	EUR	50	0%	0%	Hoch	85	"2,26"	"8,72"																	
pv überschuss klimaanlage	EUR	50	0%	0%	Niedrig	29																			
raumthermostat für heizen und kühlen	EUR	50	0%	0%	Hoch	100	"0,20"	"0,96"																	
remko klimaanlage heizen	EUR	50	0%	0%	Hoch	100																			
samsung windfree heizen	EUR	50	0%	0%	Hoch	91																			
saphir compact truma	EUR	50	0%	0%	Hoch	94	"0,27"	"1,00"																	
sbz sanitär heizung klima	EUR	50	0%	0%	Niedrig	2																			
schlafzimmer kühlen gerät	EUR	50	900%	900%	Hoch	100	"0,19"	"0,86"																	
solar klima anlage	EUR	50	0%	0%	Hoch	100	"0,13"	"2,05"																	
solarstrom für klimaanlage	EUR	50	0%	0%	Hoch	100	"0,93"	"1,89"																	
solarstrom klimaanlage	EUR	50	∞	0%	Hoch	100																			
solarzellen klimaanlage	EUR	50	0%	-100%	Unbekannt																				
sommer wohnung kühlen	EUR	50	0%	0%	Hoch	100	"0,27"	"0,79"																	
split klima bafa förderung	EUR	50	0%	0%	Mittel	57																			
split klima mit heizfunktion	EUR	50	0%	0%	Hoch	100	"0,50"	"2,78"																	
split klima umbau wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
split klimaanlage förderung privat	EUR	50	0%	0%	Hoch	71	"0,28"	"1,48"																	
split klimaanlage heizen wirkungsgrad	EUR	50	0%	0%	Niedrig	14																			
split klimaanlage inverter klimagerät mit wärmepumpe	EUR	50	0%	-100%	Unbekannt																				
split klimaanlage mit wärmepumpenfunktion	EUR	50	0%	∞	Hoch	100	"0,30"	"4,30"																	
split klimaanlage oder wärmepumpe	EUR	50	0%	0%	Hoch	84	"0,33"	"2,02"																	
split klimaanlage ohne heizung	EUR	50	0%	0%	Hoch	100																			
split klimaanlagen heizen	EUR	5000	0%	0%	Hoch	100	"0,29"	"1,38"																	
split klimagerät heizen kühlen	EUR	50	0%	0%	Hoch	100	"0,62"	"1,48"																	
split klimagerät mit wärmepumpenfunktion	EUR	50	0%	∞	Hoch	100	"0,33"	"2,37"																	
staatliche förderung für klimaanlagen	EUR	50	0%	0%	Hoch	77	"0,27"	"1,44"																	
stiebel eltron wärmepumpe klimaanlage	EUR	50	0%	0%	Hoch	91																			
stromverbrauch heizen mit klimaanlage	EUR	50	0%	0%	Mittel	49	"0,10"	"0,51"																	
subvention klimaanlage	EUR	50	0%	0%	Mittel	59	"0,29"	"1,30"																	
suntec wellness klimagerät heizen	EUR	50	0%	0%	Hoch	100																			
tellerventile lüftungsanlage	EUR	50	0%	0%	Hoch	100																			
truma aventa comfort heizen	EUR	50	0%	0%	Mittel	60																			
truma aventa heizen	EUR	50	0%	0%	Mittel	36																			
truma combi 4e preis	EUR	50	∞	0%	Hoch	100																			
truma heizung und klimaanlage	EUR	50	∞	0%	Hoch	100	"0,21"	"0,91"																	
truma inet box dometic klimaanlage	EUR	50	-100%	-100%	Unbekannt																				
truma inet box klimaanlage	EUR	50	0%	0%	Mittel	43																			
truma inet box mit klimaanlage verbinden	EUR	50	0%	0%	Niedrig	0																			
truma klima wohnmobil	EUR	50	0%	0%	Hoch	100	"0,53"	"1,01"																	
truma klimaanlage 12 volt	EUR	50	0%	0%	Hoch	96																			
truma klimaanlage gas	EUR	50	0%	0%	Hoch	89																			
truma saphir comfort ir heizen	EUR	50	0%	0%	Mittel	43																			
truma saphir comfort rc kaufen	EUR	50	0%	0%	Hoch	100	"0,25"	"0,71"																	
truma saphir comfort rc preis	EUR	50	0%	0%	Hoch	100																			
truma saphir compact heizen	EUR	50	0%	0%	Mittel	65																			
umbau klimagerät zur wärmepumpe	EUR	50	0%	0%	Niedrig	0																			
unterschied klimaanlage und wärmepumpe	EUR	50	0%	0%	Niedrig	30	"0,16"	"1,07"																	
unterschied monoblock split klimagerät	EUR	50	0%	0%	Hoch	71	"0,05"	"0,58"																	
unterschied monoblock und split	EUR	50	0%	0%	Mittel	54	"0,25"	"0,78"																	
unterschied wärmepumpe und klimaanlage	EUR	50	0%	0%	Niedrig	31	"0,13"	"0,65"																	
unterschied zwischen klimaanlage und wärmepumpe	EUR	50	0%	0%	Hoch	77	"0,19"	"1,45"																	
unterschied zwischen wärmepumpe und klimaanlage	EUR	50	0%	0%	Mittel	52	"0,13"	"0,70"																	
vaillant klimaanlage heizen	EUR	50	0%	0%	Hoch	100	"0,51"	"1,18"																	
vaillant wärmepumpe klimaanlage	EUR	50	0%	0%	Hoch	100	"0,44"	"3,20"																	
ventilator wohnung kühlen	EUR	50	0%	0%	Hoch	100	"0,21"	"0,79"																	
ventilatoren die kühlen	EUR	500	900%	900%	Hoch	100	"0,14"	"0,85"																	
verbrauch split klimaanlage heizen	EUR	50	0%	0%	Hoch	73	"0,07"	"0,31"																	
verdichter klimagerät	EUR	50	0%	0%	Mittel	43																			
warme wohnung kühlen	EUR	50	∞	0%	Hoch	96	"0,19"	"0,86"																	
wieviel strom verbraucht eine klimaanlage beim heizen	EUR	50	0%	0%	Niedrig	30	"0,01"	"0,52"																	
wintergarten heizen mit klimaanlage	EUR	50	0%	0%	Hoch	100																			
wohnmobil klimaanlage truma	EUR	500	0%	0%	Hoch	100	"0,54"	"1,01"																	
wohnung effektiv kühlen	EUR	50	∞	0%	Hoch	100	"0,11"	"0,41"																	
wohnung hitze kühlen	EUR	50	0%	0%	Unbekannt																				
wohnung kühlen bei hitze	EUR	50	∞	∞	Niedrig	30	"0,08"	"0,80"																	
wohnung kühlen hausmittel	EUR	500	900%	900%	Mittel	59	"0,09"	"0,82"																	
wohnung kühlen mit ventilator	EUR	50	∞	0%	Hoch	100	"0,09"	"0,68"																	
wohnung kühlen ohne ventilator	EUR	50	∞	0%	Mittel	47																			
wohnung kühlen sommer	EUR	500	900%	0%	Hoch	100	"0,14"	"0,85"																	
wohnung kühlen ventilator	EUR	50	∞	0%	Hoch	100	"0,09"	"0,68"																	
wohnung kühlen verdunstungskälte	EUR	50	∞	∞	Hoch	100																			
wohnung mit ventilator kühlen	EUR	50	∞	0%	Niedrig	20																			
wohnung nachts kühlen	EUR	50	∞	0%	Hoch	93																			
wohnung natürlich kühlen	EUR	50	∞	0%	Hoch	82																			
wohnung richtig kühlen	EUR	50	∞	0%	Hoch	69																			
wohnung runterkühlen sommer	EUR	50	∞	∞	Hoch	76																			
wohnung schnell kühlen	EUR	50	∞	0%	Hoch	87	"0,13"	"0,86"																	
wohnung schnell runterkühlen	EUR	50	∞	0%	Hoch	100	"0,11"	"0,51"																	
wärmemengenzähler klimaanlage	EUR	50	0%	0%	Mittel	51																			
wärmepumpe klimaanlage kaufen	EUR	50	0%	0%	Hoch	100																			
wärmepumpe klimaanlage kosten	EUR	50	0%	0%	Hoch	100	"1,15"	"3,10"																	
wärmepumpe klimaanlage preis	EUR	50	∞	0%	Hoch	100																			
wärmepumpe klimaanlage stiebel eltron	EUR	50	0%	∞	Hoch	100																			
wärmepumpe klimatisierung	EUR	50	∞	0%	Hoch	86	"0,48"	"1,87"																	
wärmepumpe monoblock wandklimagerät	EUR	50	-100%	0%	Unbekannt																				
wärmepumpe oder split klima	EUR	50	0%	0%	Mittel	37																			
wärmepumpe splitgerät oder kompaktgerät	EUR	50	0%	-100%	Unbekannt																				
wärmepumpe statt klimaanlage	EUR	50	0%	0%	Hoch	78	"0,52"	"1,92"																	
wärmepumpe umbau klimaanlage	EUR	50	0%	∞	Hoch	71																			
zehnder lüftungsanlage kühlung	EUR	50	0%	0%	Hoch	100	"0,28"	"0,93"																	
zuschuss klimaanlage privat	EUR	50	0%	0%	Hoch	69	"0,21"	"1,00"																	
über klimaanlage heizen	EUR	50	0%	0%	Mittel	66																			
